GAME OF THE YEAR,Links,Developer(s),Publisher(s),Platform(s),Release,Genre(s),Mode(s),
Fortnite,https://en.wikipedia.org/wiki/Fortnite,Survival, battle royale, sandbox,Epic Games,Epic Games,Epic Games  Warner Bros. Interactive Entertainment,Windows  macOS  Nintendo Switch  PlayStation 4  Xbox One  iOS  Android,Fortnite: Save the WorldJuly 25 |  2017
Tom Clancy's Rainbow Six Siege,https://en.wikipedia.org/wiki/Tom_Clancy%27s_Rainbow_Six_Siege,Ubisoft Montreal[a],Ubisoft,Microsoft Windows | PlayStation 4 | PlayStation 5 | Xbox One | Xbox Series X | ,WW: December 1  2015: WW: Q4 2020 | ,Tactical shooter,Single-player |  multiplayer


PLAYER'S VOICE[B],Links,Developer(s),Publisher(s),Platform(s),Release,Genre(s),Mode(s),
FIRE EMBLEM: THREE HOUSES (1st),https://en.wikipedia.org/wiki/Fire_Emblem:_Three_Houses,Intelligent SystemsKoei Tecmo,Nintendo,Nintendo Switch,July 26  2019,Tactical role-playing,Single player
Death Stranding,https://en.wikipedia.org/wiki/Death_Stranding,Kojima Productions,Sony Interactive Entertainment[a] | 505 Games[b] | ,PlayStation 4 | Microsoft Windows | ,PlayStation 4: November 8  2019 | Windows: June 2  2020 | ,Action,Single-player
Star Wars Jedi: Fallen Order,https://en.wikipedia.org/wiki/Star_Wars_Jedi:_Fallen_Order,Respawn Entertainment,Electronic Arts,Microsoft Windows | PlayStation 4 | Xbox One | ,November 15  2019,Action-adventure,Single-player
Super Smash Bros. Ultimate,https://en.wikipedia.org/wiki/Super_Smash_Bros._Ultimate,Bandai Namco StudiosSora Ltd.,Nintendo,Nintendo Switch,December 7  2018,Fighting,Single-player |  multiplayer


